source,target
s4355,s88370
s4355,s4357
s102080,s4357
s88370,s88371
s4357,s4359
s88371,s4361
s4359,s102081
s4359,s4361
s102081,s4362
s4361,s4362
s4361,s4363
s4362,s4364
s4363,s88372
s4364,s4366
s4364,s102082
s88372,s4366
s4366,s4368
s4366,s88373
s102082,s102083
s102083,s102084
s4368,s4371
s88373,s4371
s102084,s4373
s4371,s4373
s4371,s4374
s4373,s102085
s4373,s4375
s4374,s4375
s102085,s4376
s4375,s88374
s4375,s4376
s88374,s88375
s4376,s4378
s88375,s88376
s4378,s4380
s88376,s4382
s4380,s102086
s4380,s4382
s102086,s4383
s4382,s88377
s4382,s4383
s88377,s4385
s4383,s76687
s4383,s4385
s76687,s4388
s4385,s4386
s4388,s4387
s4386,s102088
s4386,s4387
s102088,s4389
s4387,s4390
s4387,s4389
s4390,s76689
s4389,s102089
s4389,s4391
s102089,s102090
s76689,s4394
s4391,s4394
s102090,s102091
s4394,s4395
s102091,s4396
s4395,s4396
s4395,s4397
s4396,s4399
s4396,s4398
s4397,s4398
s4399,s4401
s4398,s4400
s4401,s4402
s4400,s4403
s4400,s4402
s4403,s4405
s4402,s4404
s4404,s76690
s4404,s4406
s4405,s4406
s76690,s4407
s4406,s4408
s4406,s4407
s4408,s4409
s4407,s4409
s4407,s4410
s4409,s4411
s4410,s97081
s97081,s4413
s4411,s88378
s4411,s4413
s88378,s88379
s4413,s4414
s4414,s4415
s88379,s88380
s88380,s4416
s4415,s4417
s4415,s4416
s4417,s4418
s4416,s4418
s4416,s102092
s4418,s4420
s4418,s4419
s102092,s4419
s4420,s4421
s4419,s102093
s4419,s4421
s102093,s4422
s4421,s97082
s4421,s4422
s97082,s4423
s4422,s4424
s4422,s4423
s4424,s4425
s4423,s97083
s4423,s4425
s97083,s4426
s4425,s4427
s4425,s4426
s4427,s4429
s4426,s4429
s4426,s4430
s4429,s4432
s4429,s4431
s4430,s4431
s4432,s4433
s4431,s4433
s4431,s76691
s4433,s88381
s4433,s4434
s76691,s4434
s88381,s4435
s4434,s97084
s4434,s4435
s97084,s4436
s4435,s76692
s4435,s4436
s76692,s4437
s4436,s4437
s4436,s4446
s4437,s4438
s4437,s88382
s4446,s4438
s4438,s4440
s88382,s88383
s4440,s76693
s4440,s4441
s88383,s4441
s76693,s76695
s4441,s4443
s76695,s76696
s4443,s4445
s76696,s4447
s4445,s4447
s4445,s88385
s4447,s4448
s4447,s4449
s88385,s4448
s4448,s102094
s4448,s4450
s4449,s4450
s102094,s4451
s4450,s97085
s4450,s4451
s97085,s4453
s4451,s4452
s4453,s4455
s4452,s4454
s4455,s4456
s4454,s4456
s4454,s88386
s4456,s76698
s4456,s4457
s88386,s4457
s76698,s4459
s4457,s4458
s4458,s4460
s4458,s4461
s4459,s4460
s4460,s4462
s4461,s4463
s4462,s76699
s4462,s4464
s4463,s4464
s76699,s4466
s4464,s102095
s4464,s4466
s102095,s4468
s4466,s4468
s4466,s4469
s4468,s76700
s4468,s4470
s4469,s4470
s76700,s4472
s4470,s4472
s4470,s88387
s4472,s4473
s88387,s88388
s88388,s4474
s4473,s4474
s4473,s4477
s4474,s97086
s4474,s4475
s4477,s4475
s97086,s4478
s4475,s76701
s4475,s4478
s76701,s4479
s4478,s4479
s4478,s4480
s4479,s4481
s4479,s88389
s4480,s4481
s4481,s76702
s4481,s4483
s88389,s4483
s76702,s76703
s4483,s4485
s4485,s4486
s76703,s4487
s4487,s4488
s4486,s102096
s4486,s4488
s102096,s4489
s4488,s88390
s4488,s4489
s88390,s4490
s4489,s4491
s4489,s4490
s4491,s4492
s4490,s4492
s4490,s4493
s4492,s4495
s4492,s4494
s4493,s4494
s4495,s4496
s4494,s4499
s4494,s4496
s4499,s4497
s4496,s4498
s4496,s4497
s4498,s4500
s4497,s4500
s4497,s88391
s4500,s76704
s4500,s4501
s88391,s4501
s76704,s4502
s4501,s4502
s4501,s4503
s4502,s4505
s4502,s4504
s4503,s4504
s4505,s4506
s4504,s4506
s4504,s102097
s4506,s4508
s4506,s4507
s102097,s4507
s4508,s4509
s4507,s4510
s4507,s4509
s4510,s4511
s4509,s4512
s4509,s4511
s4512,s4513
s4511,s4513
s4511,s76705
s4513,s4514
s4513,s97087
s76705,s4514
s4514,s4517
s97087,s4518
s4518,s4519
s4517,s4520
s4517,s4519
s4520,s4521
s4519,s76706
s4519,s4521
s76706,s4522
s4521,s4522
s4521,s88392
s4522,s4523
s88392,s4524
s4523,s97088
s4523,s4525
s4524,s4525
s97088,s4526
s4525,s76707
s4525,s4526
s76707,s4529
s4526,s4529
s4526,s4530
s4529,s4531
s4529,s76708
s4530,s4531
s4531,s4532
s76708,s76709
s76709,s4534
s4532,s4534
s4532,s102098
s4534,s4536
s4534,s4537
s102098,s4536
s4536,s4572
s4536,s4538
s4537,s4538
s4572,s4539
s4538,s88393
s4538,s4539
s88393,s4541
s4539,s4541
s4539,s102099
s4541,s76710
s4541,s4543
s102099,s4543
s76710,s4545
s4543,s4545
s4543,s102100
s4545,s76711
s4545,s4547
s102100,s4547
s76711,s4549
s4547,s88394
s4547,s4549
s88394,s4551
s4549,s4551
s4549,s4552
s4551,s4553
s4551,s102101
s4552,s4553
s4553,s4554
s4553,s88395
s102101,s4554
s4554,s4555
s88395,s88396
s88396,s4556
s4555,s4556
s4555,s102102
s4556,s4557
s102102,s102103
s4557,s88397
s4557,s4558
s102103,s4558
s88397,s88398
s4558,s4559
s4559,s76712
s4559,s4561
s88398,s4561
s76712,s4563
s4561,s88399
s4561,s4563
s88399,s4564
s4563,s102104
s4563,s4564
s102104,s4566
s4564,s88400
s4564,s4566
s88400,s4568
s4566,s102105
s4566,s4568
s102105,s4569
s4568,s4569
s4568,s4571
s4569,s4573
s4569,s4574
s4571,s4573
s4573,s4575
s4573,s4576
s4574,s4575
s4575,s4578
s4575,s4577
s4576,s4577
s4578,s76713
s4577,s4579
s4579,s102106
s4579,s4580
s76713,s4580
s102106,s4581
s4580,s76714
s4580,s4581
s76714,s76715
s4581,s4582
s4582,s4583
s76715,s76719
s76719,s4585
s4583,s4584
s4584,s4587
s4584,s4586
s4585,s4586
s4587,s4588
s4586,s4588
s4586,s97090
s4588,s4590
s97090,s4591
s4590,s4592
s4590,s4598
s4591,s4592
s4592,s4594
s4592,s4593
s4598,s4593
s4594,s4595
s4593,s4595
s4593,s4596
s4595,s4597
s4596,s4599
s4599,s4600
s4597,s4603
s4597,s4600
s4603,s4601
s4600,s4601
s4600,s4602
s4601,s4604
s4601,s97091
s4602,s4604
s4604,s76720
s4604,s4605
s97091,s4605
s76720,s76721
s4605,s4606
s4606,s4607
s76721,s76722
s4607,s4609
s4607,s4610
s76722,s4609
s4609,s4611
s4609,s102107
s4610,s4611
s4611,s4613
s4611,s4612
s102107,s4612
s4613,s4614
s4612,s4614
s4612,s76723
s4614,s4615
s4614,s88401
s76723,s4615
s4615,s4617
s4615,s4618
s88401,s4617
s4617,s4619
s4618,s97092
s4619,s4620
s4619,s88402
s97092,s4620
s4620,s4621
s4620,s4622
s88402,s4621
s4621,s4623
s4621,s102108
s4622,s4623
s4623,s4625
s102108,s4626
s4626,s4627
s4625,s4632
s4625,s4627
s4632,s4628
s4627,s4628
s4627,s4629
s4628,s88403
s4628,s4630
s4629,s4630
s88403,s4633
s4630,s4634
s4630,s4633
s4634,s4635
s4633,s4635
s4633,s4636
s4635,s4637
s4635,s97093
s4636,s4637
s4637,s4639
s4637,s88404
s97093,s4639
s4639,s102109
s4639,s4641
s88404,s4641
s102109,s4642
s4641,s4643
s4641,s4642
s4643,s4644
s4642,s4644
s4642,s76724
s4644,s4648
s4644,s4646
s76724,s4646
s4648,s4647
s4646,s4647
s4646,s97094
s4647,s4649
s4647,s76725
s97094,s4649
s4649,s4651
s4649,s88405
s76725,s4651
s4651,s4653
s4651,s76727
s88405,s4653
s4653,s4655
s4653,s4656
s76727,s4655
s4655,s4657
s4655,s4658
s4656,s4657
s4657,s4659
s4658,s76728
s76728,s4661
s4659,s4660
s4660,s4662
s4661,s4663
s4662,s97096
s4662,s76730
s4662,s4664
s4663,s4664
s97096,s4665
s76730,s4665
s4664,s4665
s4664,s76729
s4665,s4666
s4665,s97095
s76729,s4666
s4666,s4669
s4666,s76733
s97095,s4669
s4669,s4670
s4669,s102110
s76733,s4670
s4670,s4673
s4670,s4672
s102110,s4672
s4673,s4674
s4672,s4674
s4672,s88406
s4674,s97097
s4674,s4676
s88406,s4676
s97097,s97098
s4676,s4677
s4677,s4679
s4677,s4678
s97098,s4678
s4679,s4680
s4678,s4680
s4678,s102111
s4680,s4681
s102111,s4684
s4684,s4682
s4681,s4682
s4681,s4683
s4682,s4685
s4682,s97099
s4683,s4685
s4685,s4688
s4685,s4687
s97099,s4687
s4688,s4689
s4687,s4689
s4687,s4690
s4689,s4691
s4690,s97100
s4691,s88407
s4691,s4692
s97100,s4692
s88407,s4693
s4692,s4694
s4692,s4693
s4694,s4696
s4693,s4695
s4696,s4697
s4695,s4698
s4695,s4697
s4698,s4699
s4697,s4699
s4697,s102112
s4699,s4700
s102112,s4701
s4701,s4702
s4700,s4702
s4700,s4703
s4702,s4704
s4702,s4705
s4703,s4704
s4704,s4706
s4705,s102113
s4706,s4712
s4706,s4708
s102113,s4708
s4712,s4709
s4708,s4709
s4708,s102114
s4709,s4710
s4709,s88408
s102114,s4710
s4710,s4713
s4710,s102115
s88408,s4713
s4713,s4715
s4713,s4714
s102115,s4714
s4715,s4716
s4714,s4716
s4714,s4717
s4716,s4718
s4717,s102116
s4718,s4720
s4718,s4721
s102116,s4720
s4720,s4722
s4720,s76734
s4721,s4722
s4722,s102117
s4722,s4723
s76734,s4723
s102117,s4724
s4723,s4724
s4723,s76735
s4724,s102118
s4724,s4725
s76735,s4725
s102118,s4726
s4725,s4726
s4725,s97101
s4726,s4728
s4726,s76736
s97101,s4728
s4728,s4730
s4728,s4729
s76736,s4729
s4730,s4731
s4729,s4731
s4729,s76737
s4731,s4734
s4731,s4733
s76737,s4733
s4734,s4736
s4733,s4735
s4736,s102119
s4735,s4737
s4737,s4739
s102119,s102120
s4739,s4740
s102120,s102121
s4740,s4742
s102121,s4743
s4742,s4744
s4742,s4751
s4743,s4744
s4744,s4746
s4744,s4745
s4751,s4745
s4746,s4747
s4745,s4747
s4745,s102122
s4747,s4748
s4747,s4749
s102122,s4748
s4748,s4750
s4748,s102123
s4749,s4750
s4750,s4752
s4750,s88409
s102123,s4752
s4752,s4753
s88409,s88410
s4753,s102124
s4753,s4754
s88410,s4754
s102124,s4755
s4754,s97102
s4754,s4755
s97102,s4757
s4755,s4757
s4755,s102125
s4757,s97103
s4757,s4758
s102125,s4758
s97103,s4759
s4758,s88411
s4758,s4759
s88411,s4760
s4759,s4760
s4759,s102126
s4760,s4762
s102126,s4763
s4763,s4764
s4762,s97104
s4762,s4764
s97104,s4766
s4764,s4765
s4765,s76738
s4765,s4767
s4766,s4767
s76738,s76741
s4767,s4769
s4769,s4770
s76741,s76742
s76742,s4771
s4770,s102127
s4770,s4771
s102127,s4772
s4771,s76743
s4771,s4772
s76743,s4774
s4772,s4775
s4772,s4774
s4775,s4776
s4774,s4776
s4774,s102128
s4776,s4777
s4776,s97105
s102128,s4777
s4777,s4779
s97105,s4780
s4779,s4782
s4779,s4781
s4780,s4781
s4782,s4783
s4781,s4783
s4781,s4785
s4783,s4784
s4783,s102129
s4785,s4784
s4784,s4786
s102129,s102130
s102130,s102131
s4786,s4788
s4788,s4790
s102131,s102132
s4790,s76744
s4790,s4792
s102132,s4792
s76744,s4793
s4792,s4793
s4792,s102133
s4793,s4795
s4793,s76745
s102133,s4795
s4795,s4797
s4795,s4796
s76745,s4796
s4797,s4798
s4796,s76746
s4796,s4798
s76746,s4799
s4798,s4799
s4798,s102134
s4799,s4800
s4799,s76747
s102134,s4800
s4800,s4801
s76747,s76748
s4801,s97106
s4801,s4802
s76748,s4802
s97106,s4805
s4802,s4804
s4804,s88412
s4804,s4806
s4805,s4806
s88412,s4808
s4806,s4808
s4806,s97107
s4808,s4810
s4808,s4811
s97107,s4810
s4810,s4812
s4811,s4814
s4812,s97108
s4812,s4813
s4814,s4813
s97108,s97109
s4813,s4815
s4815,s88413
s4815,s4816
s97109,s4816
s88413,s4817
s4816,s4817
s4816,s102135
s4817,s4818
s4817,s88414
s102135,s4818
s4818,s4819
s88414,s88415
s88415,s88416
s4819,s4821
s88416,s4822
s4821,s4822
s4821,s4823
s4822,s4824
s4823,s4825
s4824,s4826
s4824,s102136
s4825,s4826
s4826,s4828
s4826,s4829
s102136,s4828
s4828,s4830
s4828,s76749
s4829,s4830
s4830,s88417
s4830,s4832
s76749,s4832
s88417,s4833
s4832,s4833
s4832,s102137
s4833,s4835
s4833,s4834
s102137,s4834
s4835,s4836
s4834,s4843
s4834,s4836
s4843,s4837
s4836,s4838
s4836,s4837
s4838,s4839
s4837,s4839
s4837,s4840
s4839,s4842
s4839,s4841
s4840,s4841
s4842,s4844
s4841,s4844
s4841,s88418
s4844,s4846
s4844,s4847
s88418,s4846
s4846,s88419
s4846,s4848
s4847,s4848
s88419,s88420
s4848,s4849
s4849,s76750
s4849,s4851
s88420,s4851
s76750,s76753
s4851,s4853
s76753,s4854
s4853,s4854
s4853,s4855
s4854,s4856
s4855,s4857
s4857,s88421
s4856,s4858
s4858,s76754
s4858,s4860
s88421,s4860
s76754,s4861
s4860,s4862
s4860,s4861
s4862,s4863
s4861,s76755
s4861,s4863
s76755,s4865
s4863,s4865
s4863,s4866
s4865,s4867
s4865,s76756
s4866,s4867
s4867,s4869
s76756,s76757
s76757,s4871
s4869,s4871
s4869,s88422
s4871,s4873
s88422,s88423
s4873,s4874
s88423,s4875
s4874,s102138
s4874,s4876
s4875,s4876
s102138,s4877
s4876,s97110
s4876,s4877
s4876,s88424
s97110,s4879
s4877,s4878
s88424,s4878
s4878,s4880
s4878,s102139
s4879,s4880
s4880,s4882
s4880,s97111
s102139,s102140
s102140,s4885
s4882,s4886
s4882,s4885
s97111,s4885
s4886,s4888
s4885,s4887
s4888,s4889
s4887,s4889
s4887,s76758
s4889,s4892
s4889,s4891
s76758,s4891
s4892,s4893
s4891,s4893
s4891,s88425
s4893,s4895
s4893,s4894
s88425,s4894
s4895,s97113
s4894,s4896
s4896,s4897
s4896,s76762
s97113,s4897
s4897,s4901
s4897,s4898
s76762,s4898
s4901,s4899
s4898,s4900
s4898,s4899
s4900,s76763
s4899,s4902
s4899,s88426
s4902,s4903
s88426,s88427
s76763,s4903
s4903,s97114
s4903,s4904
s88427,s4904
s97114,s4906
s4904,s76764
s4904,s4906
s76764,s4908
s4906,s88428
s4906,s4908
s88428,s4909
s4908,s4909
s4908,s4910
s4909,s4912
s4910,s76765
s76765,s4914
s4912,s4914
s4912,s88429
s4914,s4916
s88429,s88430
s88430,s4918
s4916,s4918
s4916,s76766
s4918,s4920
s4918,s88431
s76766,s4920
s4920,s76767
s4920,s4922
s88431,s4922
s76767,s4924
s4922,s88432
s4922,s4924
s88432,s88433
s4924,s4925
s4925,s4927
s88433,s88434
s88434,s4929
s4927,s76768
s4927,s4929
s76768,s4932
s4929,s4932
s4929,s4933
s4932,s4935
s4932,s4934
s4933,s4934
s4935,s4936
s4934,s97115
s4934,s4936
s97115,s4937
s4936,s4938
s4936,s4937
s4938,s4939
s4937,s4943
s4937,s4939
s4943,s4940
s4939,s4942
s4939,s4940
s4942,s4941
s4940,s4941
s4940,s88436
s4941,s4945
s4941,s4944
s88436,s4944
s4945,s4946
s4944,s4946
s4944,s4956
s4946,s4947
s4946,s76770
s4956,s4947
s4947,s102141
s4947,s4948
s76770,s4948
s102141,s4950
s4948,s88437
s4948,s4950
s88437,s88438
s4950,s4951
s88438,s4953
s4951,s4953
s4951,s102142
s4953,s88439
s4953,s4957
s102142,s4957
s88439,s4958
s4957,s4960
s4957,s4958
s4960,s4959
s4958,s102143
s4958,s4959
s102143,s4961
s4959,s97116
s4959,s4961
s97116,s97117
s4961,s4962
s4962,s4963
s4962,s88440
s97117,s4963
s4963,s76771
s4963,s4964
s88440,s4964
s76771,s4966
s4964,s88441
s4964,s4966
s88441,s4968
s4966,s4968
s4966,s102144
s4968,s4971
s4968,s4970
s102144,s4970
s4971,s4972
s4970,s4972
s4970,s88442
s4972,s76772
s4972,s4974
s88442,s4974
s76772,s4977
s4974,s4976
s4977,s4978
s4976,s4978
s4976,s88443
s4978,s4983
s4978,s4980
s88443,s4980
s4983,s4981
s4980,s88444
s4980,s4981
s88444,s88446
s4981,s4984
s4984,s4986
s4984,s76773
s88446,s4986
s4986,s102146
s4986,s4988
s76773,s4988
s102146,s4990
s4988,s4990
s4988,s4992
s4990,s102147
s4990,s4991
s4992,s4991
s102147,s4993
s4991,s88447
s4991,s4993
s88447,s4994
s4993,s102148
s4993,s4994
s102148,s4995
s4994,s76774
s4994,s4995
s76774,s76775
s4995,s4997
s4997,s4999
s4997,s4998
s76775,s4998
s4999,s5000
s4998,s76776
s4998,s5000
s76776,s5002
s5000,s5002
s5000,s102149
s5002,s88448
s5002,s5003
s102149,s5003
s88448,s5004
s5003,s5006
s5003,s5004
s5006,s76777
s5004,s5007
s5007,s97118
s5007,s5008
s76777,s5008
s97118,s5009
s5008,s5012
s5008,s5009
s5012,s5013
s5009,s5013
s5009,s5014
s5013,s5015
s5014,s102150
s5015,s5016
s102150,s5025
s5016,s5023
s5016,s5017
s5025,s5017
s5023,s5018
s5017,s5018
s5017,s5019
s5018,s88449
s5018,s5020
s5019,s5020
s88449,s88450
s5020,s5021
s88450,s5022
s5021,s5024
s5021,s5022
s5024,s5026
s5022,s76779
s5022,s5026
s76779,s5028
s5026,s5028
s5026,s102151
s5028,s5031
s5028,s5030
s102151,s5030
s5031,s5032
s5030,s5032
s5030,s76780
s5032,s5034
s76780,s76783
s5034,s5035
s76783,s76784
s5035,s5037
s5035,s102152
s76784,s5037
s5037,s5038
s5037,s76785
s102152,s5038
s5038,s5039
s5038,s5040
s76785,s5039
s5039,s5041
s5040,s88452
s5041,s5043
s5041,s102153
s88452,s5043
s5043,s5046
s5043,s5045
s102153,s5045
s5046,s5048
s5045,s5047
s5047,s76786
s5047,s5049
s5048,s5049
s76786,s5050
s5049,s5050
s5049,s97119
s5050,s102154
s5050,s5051
s97119,s5051
s102154,s5052
s5051,s5057
s5051,s5052
s5057,s5053
s5052,s5053
s5052,s5056
s5053,s5055
s5053,s5054
s5056,s5054
s5055,s5059
s5054,s5058
s5059,s5060
s5058,s5060
s5058,s97120
s5060,s5062
s5060,s76787
s97120,s5062
s5062,s5063
s76787,s5064
s5064,s5065
s5063,s5065
s5063,s5066
s5065,s5067
s5065,s5068
s5066,s5067
s5067,s5069
s5067,s5070
s5068,s5069
s5069,s5071
s5069,s102155
s5070,s5071
s5071,s5073
s102155,s5074
s5073,s5075
s5074,s5076
s5076,s5077
s5075,s5077
s5075,s5078
s5077,s5079
s5077,s76788
s5078,s5079
s5079,s5080
s76788,s5082
s5082,s5081
s5080,s102156
s5080,s5081
s102156,s5083
s5081,s76789
s5081,s5083
s76789,s5085
s5083,s5085
s5083,s102157
s5085,s76790
s5085,s5086
s102157,s5086
s76790,s76791
s5086,s5088
s5088,s5090
s76791,s76797
s5090,s5091
s76797,s76802
s5091,s5092
s76802,s76803
s5092,s5094
s76803,s76804
s5094,s88453
s5094,s5095
s76804,s5095
s88453,s5096
s5095,s5096
s5095,s102165
s5096,s76805
s5096,s5098
s102165,s5098
s76805,s5099
s5098,s5099
s5098,s88454
s5099,s5100
s88454,s88455
s88455,s88456
s5100,s5102
s5102,s5103
s88456,s88457
s5103,s5104
s88457,s88458
s88458,s5106
s5104,s5107
s5104,s5106
s5107,s5108
s5106,s5108
s5106,s102166
s5108,s5111
s102166,s102167
s5111,s5113
s102167,s102168
s5113,s5115
s5113,s76806
s102168,s5115
s5115,s5116
s76806,s5117
s5117,s76807
s5116,s5118
s5118,s5120
s5118,s102169
s76807,s5120
s5120,s5122
s102169,s102170
s102170,s102171
s5122,s5124
s102171,s102172
s5124,s5126
s5126,s5127
s102172,s102173
s5127,s5128
s102173,s102174
s102174,s102175
s5128,s5129
s5129,s76808
s5129,s5130
s102175,s5130
s76808,s5131
s5130,s5131
s5130,s5132
s5131,s5133
s5131,s76809
s5132,s5133
s5133,s5134
s5133,s5135
s76809,s5134
s5134,s5136
s5135,s102176
s102176,s5138
s5136,s5141
s5136,s5138
s5141,s5139
s5138,s76810
s5138,s5139
s76810,s76811
s5139,s5142
s76811,s76812
s5142,s5143
s5143,s5144
s5143,s102177
s76812,s5144
s5144,s5146
s102177,s102178
s102178,s5147
s5146,s5147
s5146,s76813
s5147,s5149
s76813,s5150
s5150,s5151
s5149,s5151
s5149,s97121
s5151,s5153
s5151,s88459
s97121,s5153
s5153,s5155
s5153,s5156
s88459,s5155
s5155,s102497
s5155,s5157
s5156,s5157
s102497,s5160
s5157,s5159
s5159,s5161
s5159,s77349
s5160,s5161
s5161,s5163
s77349,s77350
s5163,s5165
s5163,s5166
s77350,s5165
s5165,s5168
s5165,s5167
s5166,s5167
s5168,s5169
s5167,s97335
s5167,s5169
s97335,s5170
s5169,s5170
s5169,s5171
s5170,s5172
s5170,s5173
s5171,s5172
s5172,s5175
s5172,s5174
s5172,s102498
s5173,s5174
s5175,s5177
s5174,s5176
s102498,s5176
s5177,s97336
s5176,s5178
s5178,s77351
s5178,s5179
s97336,s5179
s77351,s77352
s5179,s5181
s5181,s102499
s5181,s5183
s77352,s5183
s102499,s5185
s5183,s5185
s5183,s77353
s5185,s5186
s5185,s102500
s77353,s5186
s5186,s77354
s5186,s5187
s102500,s5187
s77354,s5190
s5187,s102501
s5187,s5190
s102501,s5192
s5190,s77355
s5190,s5192
s77355,s5193
s5192,s5194
s5192,s5193
s5194,s5195
s5193,s77356
s5193,s5195
s77356,s77357
s5195,s5196
s77357,s5197
s5196,s5197
s5196,s5198
s5197,s77358
s5197,s5199
s5198,s5199
s77358,s77359
s5199,s5200
s5200,s5201
s5200,s102502
s77359,s5201
s5201,s5203
s5201,s77360
s102502,s5203
s5203,s5204
s77360,s77361
s5204,s5205
s5204,s5207
s77361,s5205
s5205,s5208
s5205,s5209
s5207,s5208
s5208,s5211
s5208,s5210
s5209,s5210
s5211,s5212
s5210,s102503
s5210,s5212
s102503,s5214
s5212,s88923
s5212,s5214
s88923,s5216
s5214,s5216
s5214,s5218
s5216,s102504
s5216,s5217
s5218,s5217
s102504,s5219
s5217,s5220
s5217,s5219
s5220,s5221
s5219,s5221
s5219,s97337
s5221,s77362
s5221,s5223
s97337,s5223
s77362,s5224
s5223,s5224
s5223,s88924
s5224,s77363
s5224,s5225
s88924,s5225
s77363,s5227
s5225,s5227
s5225,s88925
s5227,s5229
s88925,s88926
s5229,s5230
s5229,s5231
s88926,s5230
s5230,s5232
s5231,s77364
s5232,s5233
s77364,s77366
s5233,s5235
s77366,s77368
s77368,s77369
s5235,s5236
s77369,s5239
s5236,s5238
s5239,s5240
s5238,s88928
s5238,s5240
s88928,s5242
s5240,s97338
s5240,s5242
s97338,s5244
s5242,s5244
s5242,s5245
s5244,s5246
s5245,s77370
s5246,s5248
s5246,s97339
s77370,s5248
s5248,s77371
s5248,s5250
s97339,s5250
s77371,s77372
s5250,s5252
s5250,s97340
s77372,s5256
s5252,s5255
s97340,s5255
s5256,s77373
s5255,s5257
s77373,s5258
s5257,s5258
s5257,s5259
s5258,s5260
s5259,s5261
s5260,s5262
s5260,s5263
s5261,s5262
s5262,s5264
s5263,s5266
s5264,s97341
s5264,s5265
s5266,s5265
s97341,s5267
s5265,s5267
s5265,s102506
s5267,s5268
s5267,s5269
s102506,s5268
s5268,s5270
s5268,s5271
s5269,s5270
s5270,s97342
s5270,s5272
s5271,s5272
s97342,s97343
s5272,s5274
s97343,s5277
s5274,s5276
s5276,s5278
s5276,s102507
s5277,s5278
s5278,s5280
s5278,s5281
s102507,s5280
s5280,s5283
s5280,s5282
s5281,s5282
s5283,s77374
s5282,s5284
s5284,s5285
s5284,s102508
s77374,s5285
s5285,s5287
s102508,s102509
s102509,s102510
s5287,s5289
s5289,s5290
s102510,s102511
s102511,s102512
s5290,s5291
s5291,s5293
s102512,s102513
s5293,s5294
s102513,s102514
s102514,s5295
s5294,s5295
s5294,s5296
s5295,s5298
s5295,s5299
s5296,s5298
s5298,s102515
s5298,s5300
s5299,s5300
s102515,s5301
s5300,s88929
s5300,s5301
s88929,s88930
s5301,s5302
s5302,s5304
s5302,s77375
s88930,s5304
s5304,s5305
s5304,s5306
s77375,s5305
s5305,s5307
s5306,s5310
s5310,s5308
s5307,s5308
s5307,s5309
s5308,s5311
s5308,s5313
s5309,s5311
s5311,s77378
s5311,s5312
s5313,s5312
s77378,s77380
s5312,s5314
s77380,s5315
s5314,s5315
s5314,s102517
s5315,s5316
s5315,s88932
s102517,s5316
s5316,s5318
s88932,s88933
s88933,s5320
s5318,s5319
s5320,s5321
s5319,s5322
s5319,s5321
s5322,s5323
s5321,s5323
s5321,s102518
s5323,s77381
s5323,s5325
s102518,s5325
s77381,s5326
s5325,s102519
s5325,s5326
s102519,s5329
s5326,s5331
s5326,s5329
s5331,s5330
s5329,s77382
s5329,s5330
s77382,s77383
s5330,s5332
s5332,s5334
s5332,s88934
s77383,s5334
s5334,s5336
s5334,s5335
s88934,s5335
s5336,s5337
s5335,s88935
s5335,s5337
s88935,s88936
s5337,s5338
s88936,s5339
s5338,s5339
s5338,s97345
s5339,s5341
s5339,s5340
s97345,s5340
s5341,s5342
s5340,s5342
s5340,s102520
s5342,s5344
s5342,s5345
s5342,s97346
s102520,s5344
s5344,s5346
s5345,s5347
s97346,s5346
s5347,s5348
s5346,s97347
s5346,s5348
s97347,s5350
s5348,s5350
s5348,s5351
s5350,s5352
s5350,s77385
s5351,s5352
s5352,s5353
s5352,s97348
s77385,s5353
s5353,s5357
s5353,s5355
s97348,s5355
s5357,s5356
s5355,s5356
s5355,s88937
s5356,s5360
s5356,s5359
s88937,s5359
s5360,s5361
s5359,s5361
s5359,s5362
s5361,s97349
s5361,s5363
s5362,s5363
s97349,s5364
s5363,s77386
s5363,s5364
s77386,s5365
s5364,s5365
s5364,s97350
s5365,s77387
s5365,s5367
s97350,s5367
s77387,s5368
s5367,s5368
s5367,s88938
s5368,s5370
s5368,s102521
s88938,s5370
s5370,s77388
s5370,s5372
s102521,s5372
s77388,s5374
s5372,s102523
s5372,s5375
s5372,s5374
s102523,s5376
s5375,s5376
s5374,s77391
s5374,s5376
s77391,s5377
s5376,s102524
s5376,s5377
s102524,s5378
s5377,s5378
s5377,s97352
s5378,s77393
s5378,s5380
s97352,s5380
s77393,s5382
s5380,s5381
s5382,s5383
s5381,s88939
s5381,s5383
s88939,s5384
s5383,s5384
s5383,s5385
s5384,s77394
s5384,s5386
s5385,s5386
s77394,s77395
s5386,s5387
s77395,s77396
s5387,s5388
s77396,s5389
s5388,s5389
s5388,s5390
s5389,s5391
s5389,s5392
s5390,s5391
s5391,s5393
s5391,s102525
s5392,s5393
s5393,s5395
s5393,s77397
s102525,s5395
s5395,s5397
s77397,s77398
s77398,s5399
s5397,s5399
s5397,s88940
s5399,s5400
s5399,s77399
s88940,s5400
s5400,s5401
s5400,s5402
s77399,s5401
s5401,s5403
s5402,s102526
s5403,s5404
s102526,s102527
s5404,s5407
s102527,s102528
s5407,s88941
s5407,s5408
s102528,s5408
s88941,s5409
s5408,s5410
s5408,s5409
s5410,s5413
s5409,s5412
s5413,s5414
s5412,s5414
s5412,s5416
s5414,s5415
s5414,s5419
s5416,s5415
s5415,s5418
s5415,s5417
s5419,s5417
s5418,s5420
s5417,s77400
s5417,s5420
s77400,s5421
s5420,s5421
s5420,s97354
s5421,s5422
s5421,s5424
s97354,s5422
